name|category|displayName|description|url
14.2.7.C.03.|14. Software security|Application Allow listing - Application allow listing configuration|A decision to execute a routine, application, or other programme should be made based on a validated cryptographic hash as it is more secure than a decision based on the executable s signature, path or parent folder.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15060
14.2.7.C.04.|14. Software security|Application Allow listing - Application allow listing configuration|A decision to execute a routine, application, or other programme should be made based on a validated cryptographic hash as it is more secure than a decision based on the executable s signature, path or parent folder.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15060
14.2.7.C.05.|14. Software security|Application Allow listing - Application allow listing configuration|A decision to execute a routine, application, or other programme should be made based on a validated cryptographic hash as it is more secure than a decision based on the executable s signature, path or parent folder.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15060
14.2.7.C.06.|14. Software security|Application Allow listing - Application allow listing configuration|A decision to execute a routine, application, or other programme should be made based on a validated cryptographic hash as it is more secure than a decision based on the executable s signature, path or parent folder.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15060
14.2.7.C.07.|14. Software security|Application Allow listing - Application allow listing configuration|A decision to execute a routine, application, or other programme should be made based on a validated cryptographic hash as it is more secure than a decision based on the executable s signature, path or parent folder.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15060
14.3.1.|14. Software security|Web Applications|Access to Web content is implemented in a secure and accountable manner.|https://www.nzism.gcsb.govt.nz/ism-document#Section-15091
14.3.5.C.01.|14. Software security|Web Applications - Web usage policy|If agencies allow system users to access the Web they will need to define the extent of Web access that is granted. This can be achieved through the development, and awareness raising amongst system users, of a Web usage policy.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.6.C.01.|14. Software security|Web Applications - Web proxy|Web proxies provide valuable information in determining if malicious code is performing regular interactions over Web traffic. Web proxies also provide usable information if system users are violating agency Web usage policies.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.6.C.02.|14. Software security|Web Applications - Web proxy|Web proxies provide valuable information in determining if malicious code is performing regular interactions over Web traffic. Web proxies also provide usable information if system users are violating agency Web usage policies.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.6.C.03.|14. Software security|Web Applications - Web proxy|Web proxies provide valuable information in determining if malicious code is performing regular interactions over Web traffic. Web proxies also provide usable information if system users are violating agency Web usage policies.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.7.C.01.|14. Software security|Web Applications - Applications and plug-ins|Web browsers can be configured to allow the automatic launching of downloaded files. This can occur with or without the system user s knowledge thus making the workstation vulnerable to attack.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.8.C.01.|14. Software security|Web Applications - Inspection of TLS|As TLS encrypted Web traffic travelling over HTTPS connections can deliver content without any filtering, agencies can reduce this security risk by using TLS inspection so that the Web traffic can be filtered.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.9.C.01.|14. Software security|Web Applications - Legal advice on the Inspection of TLS traffic|Encrypted TLS traffic may contain personally identifiable information. Agencies should seek legal advice on whether inspecting such traffic is in breach of the Privacy Act or other legislation. User policies should incorporate an explanation of the security drivers and acknowledgement from users on the policy contents and requirements. Refer to Chapter 9  Personnel Security and Chapter 15  Email Security.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.10.C.01.|14. Software security|Web Applications - Allow listing / Deny listing websites|Defining an allow list of permitted websites and blocking all unlisted websites limits one of the most common data delivery and exfiltration techniques used by malicious code. However, if agency personnel have a legitimate requirement to access a numerous and rapidly changing list of websites, agencies will need to consider the practicality and costs of such an implementation. In such cases deny listing is a limited but none-the-less effective measure.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.10.C.02.|14. Software security|Web Applications - Allow listing / Deny listing websites|Defining an allow list of permitted websites and blocking all unlisted websites limits one of the most common data delivery and exfiltration techniques used by malicious code. However, if agency personnel have a legitimate requirement to access a numerous and rapidly changing list of websites, agencies will need to consider the practicality and costs of such an implementation. In such cases deny listing is a limited but none-the-less effective measure.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.10.C.03.|14. Software security|Web Applications - Allow listing / Deny listing websites|Defining an allow list of permitted websites and blocking all unlisted websites limits one of the most common data delivery and exfiltration techniques used by malicious code. However, if agency personnel have a legitimate requirement to access a numerous and rapidly changing list of websites, agencies will need to consider the practicality and costs of such an implementation. In such cases deny listing is a limited but none-the-less effective measure.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.10.C.04.|14. Software security|Web Applications - Allow listing / Deny listing websites|Defining an allow list of permitted websites and blocking all unlisted websites limits one of the most common data delivery and exfiltration techniques used by malicious code. However, if agency personnel have a legitimate requirement to access a numerous and rapidly changing list of websites, agencies will need to consider the practicality and costs of such an implementation. In such cases deny listing is a limited but none-the-less effective measure.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.11.C.01.|14. Software security|Web Applications - Client-side active content|Software that runs on agency systems SHOULD be controlled by the agency. Active content delivered though websites should be constrained so that it cannot arbitrarily access system users  files or deliver malicious code. Unfortunately the implementations of Web browsers regularly contain flaws that permit such activity.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.11.C.02.|14. Software security|Web Applications - Client-side active content|Software that runs on agency systems SHOULD be controlled by the agency. Active content delivered though websites should be constrained so that it cannot arbitrarily access system users  files or deliver malicious code. Unfortunately the implementations of Web browsers regularly contain flaws that permit such activity.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.12.C.01.|14. Software security|Web Applications - Web content filter|Using a Web proxy provides agencies with an opportunity to filter potentially harmful information to system users and their workstations.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.13.C.01.|14. Software security|Web Applications - Website Passwords|Some websites require the use of a userID and password as the authentication mechanism. The management of passwords on these websites is often insecure and there are numerous examples of compromises where tens of thousands, and sometimes millions of passwords are compromised in a single incident. Where the same password is used on multiple websites, an incident can potentially compromise the user s account on every website using that password. It is important to treat these websites as insecure and manage passwords appropriately.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.13.C.02.|14. Software security|Web Applications - Website Passwords|Some websites require the use of a userID and password as the authentication mechanism. The management of passwords on these websites is often insecure and there are numerous examples of compromises where tens of thousands, and sometimes millions of passwords are compromised in a single incident. Where the same password is used on multiple websites, an incident can potentially compromise the user s account on every website using that password. It is important to treat these websites as insecure and manage passwords appropriately.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.3.13.C.03.|14. Software security|Web Applications - Website Passwords|Some websites require the use of a userID and password as the authentication mechanism. The management of passwords on these websites is often insecure and there are numerous examples of compromises where tens of thousands, and sometimes millions of passwords are compromised in a single incident. Where the same password is used on multiple websites, an incident can potentially compromise the user s account on every website using that password. It is important to treat these websites as insecure and manage passwords appropriately.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15100
14.4.1.|14. Software security|Software Application Development|Secure programming methods and testing are used for application development in order to minimise the number of coding errors and introduction of security vulnerabilities.|https://www.nzism.gcsb.govt.nz/ism-document#Section-15138
14.4.4.C.01.|14. Software security|Software Application Development - Software development environments|Recognised good practice segregates development, testing and production environments to limit the spread of malicious code and minimise the likelihood of faulty code being put into production.Limiting access to development and testing environments will reduce the information that can be gained by an attacker.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15146
14.4.5.C.01.|14. Software security|Software Application Development - Secure programming|Designing software to use the lowest privilege level needed to achieve its task will limit the privileges an attacker could gain in the event they subvert the software security.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15146
14.4.6.C.01.|14. Software security|Software Application Development - Software testing|Software reviewing and testing will reduce the possibility of introducing vulnerabilities into a production environment.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15146
14.4.6.C.02.|14. Software security|Software Application Development - Software testing|Software reviewing and testing will reduce the possibility of introducing vulnerabilities into a production environment.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15146
14.4.6.C.03.|14. Software security|Software Application Development - Software testing|Software reviewing and testing will reduce the possibility of introducing vulnerabilities into a production environment.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15146
14.5.1.|14. Software security|Web Application Development|Security mechanisms are incorporated into all Web applications by design and implementation.|https://www.nzism.gcsb.govt.nz/ism-document#Section-15160
14.5.6.C.01.|14. Software security|Web Application Development - Agency website content|Reviewing active content on agency Web servers will assist in identifying and mitigating information security issues.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15172
14.5.7.C.01.|14. Software security|Web Application Development - Segregation of Web application components|Web applications are typically very exposed services that provide complex interactions with system users. This greatly increases the security risk of being compromised. By segregating components, the impact of potential application flaws or attacks is limited.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15172
14.5.8.C.01.|14. Software security|Web Application Development - Web applications|The Open Web Application Security Project guide provides a comprehensive resource to consult when developing Web applications.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15172
15.1.1.|15. Email security|Email Applications|Email messages have appropriate protective markings to facilitate the application of handling instructions.|https://www.nzism.gcsb.govt.nz/ism-document#Section-15183
15.1.7.C.01.|15. Email security|Email Applications - Email usage policy|There are many security risks associated with the unsecure nature of email that are often overlooked. Documenting them will inform information owners about these security risks and how they might affect business operations.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.8.C.01.|15. Email security|Email Applications - Email distribution|Often the membership, clearance level and nationality of members of email distribution lists is unknown. As such, personnel sending sensitive emails with NZEO or other nationality releasability marked information could be accidentally causing an information security incident by sending such information to distribution lists.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.8.C.02.|15. Email security|Email Applications - Email distribution|Often the membership, clearance level and nationality of members of email distribution lists is unknown. As such, personnel sending sensitive emails with NZEO or other nationality releasability marked information could be accidentally causing an information security incident by sending such information to distribution lists.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.9.C.01.|15. Email security|Email Applications - Protective marking standard|Applying markings that reflect the protective requirements of an email informs the recipient on how to appropriately handle the email and any related documents.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.10.C.01.|15. Email security|Email Applications - Marking tools|Requiring system user intervention in the marking of system user-generated emails assures a conscious decision by the system user, lessening the chance of incorrectly marked emails.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.10.C.02.|15. Email security|Email Applications - Marking tools|Requiring system user intervention in the marking of system user-generated emails assures a conscious decision by the system user, lessening the chance of incorrectly marked emails.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.10.C.03.|15. Email security|Email Applications - Marking tools|Requiring system user intervention in the marking of system user-generated emails assures a conscious decision by the system user, lessening the chance of incorrectly marked emails.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.11.C.01.|15. Email security|Email Applications - Marking classified and unclassified emails|As with paper-based information, all electronic-based information should be marked with an appropriate protective marking in accordance with the classification system. This ensures that appropriate security measures are applied to the information and also assists in preventing the inadvertent release of information into the public domain.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.11.C.02.|15. Email security|Email Applications - Marking classified and unclassified emails|As with paper-based information, all electronic-based information should be marked with an appropriate protective marking in accordance with the classification system. This ensures that appropriate security measures are applied to the information and also assists in preventing the inadvertent release of information into the public domain.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.11.C.03.|15. Email security|Email Applications - Marking classified and unclassified emails|As with paper-based information, all electronic-based information should be marked with an appropriate protective marking in accordance with the classification system. This ensures that appropriate security measures are applied to the information and also assists in preventing the inadvertent release of information into the public domain.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.12.C.01.|15. Email security|Email Applications - Emails from outside the government|If an email is received from outside government the system user has an obligation to determine the appropriate protective measures for the email if it is to be responded to, forwarded or printed.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.13.C.01.|15. Email security|Email Applications - Marking personal emails|Applying protective markings to personal emails may create system overheads and will be misleading.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.14.C.01.|15. Email security|Email Applications - Receiving unmarked emails|If an email is received from a New Zealand or overseas government agency without a protective marking the system user has an obligation to contact the originator to seek clarification on the appropriate protection measures for the email or follow established protocols and policy for protective markings.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.15.C.01.|15. Email security|Email Applications - Receiving emails with unknown protective markings|If an email is received with a protective marking that the system user is not familiar with they have an obligation to contact the originator to seek clarification on the protective marking and the appropriate protection measures for the email.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.16.C.01.|15. Email security|Email Applications - Printing|The PSR requires that paper-based information have the classification of the information placed at the top and bottom of each piece of paper, in CAPITALS and appearing as the first and last item on each page.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.17.C.01.|15. Email security|Email Applications - Active Web addresses within emails|Spoofed emails often contain an active Web address directing personnel to a malicious website to either elicit information or infect their workstation with malicious code. In order to reduce the success rate of such attacks agencies can choose to educate their personnel to neither send emails with active Web addresses or to click on Web addresses in emails that they receive.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.18.C.01.|15. Email security|Email Applications - Awareness of email usage policies|In order to protect information and systems, system users will need to be familiar with email usage policies.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.19.C.01.|15. Email security|Email Applications - Monitoring email usage|Agencies may choose to monitor compliance with aspects of email usage policies such as attempts to send prohibited file types or executables, attempts to send excessive sized attachments or attempts to send classified information without appropriate protective markings.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.19.C.02.|15. Email security|Email Applications - Monitoring email usage|Agencies may choose to monitor compliance with aspects of email usage policies such as attempts to send prohibited file types or executables, attempts to send excessive sized attachments or attempts to send classified information without appropriate protective markings.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.1.20.C.01.|15. Email security|Email Applications - Public Web-based email services|Using public Web-based email services may allow personnel to bypass security measures that agencies will have put in place to protect against malicious code or phishing attempts distributed via email. Web based email services may also by-pass agency context filtering mechanisms.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15197
15.2.1.|15. Email security|Email Infrastructure|Email infrastructure is hardened, email is secured and protective marking of email messages is enforced.|https://www.nzism.gcsb.govt.nz/ism-document#Section-15250
15.2.20.C.01.|15. Email security|Email Infrastructure - Domain-based Message Authentication, Reporting and Conformance (DMARC)|Phishing and malware distribution attacks are common internet security threats.  To limit the possibility of agency domains being used fraudulently (e.g. for spam or spear-phishing), agencies should implement: A Sender Policy Framework (SPF); DomainKeys Identified Mail (DKIM); and Domain-based Message Authentication, Reporting &amp; Conformance (DMARC) records.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.20.C.02.|15. Email security|Email Infrastructure - Domain-based Message Authentication, Reporting and Conformance (DMARC)|Phishing and malware distribution attacks are common internet security threats.  To limit the possibility of agency domains being used fraudulently (e.g. for spam or spear-phishing), agencies should implement: A Sender Policy Framework (SPF); DomainKeys Identified Mail (DKIM); and Domain-based Message Authentication, Reporting &amp; Conformance (DMARC) records.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.20.C.03.|15. Email security|Email Infrastructure - Domain-based Message Authentication, Reporting and Conformance (DMARC)|Phishing and malware distribution attacks are common internet security threats.  To limit the possibility of agency domains being used fraudulently (e.g. for spam or spear-phishing), agencies should implement: A Sender Policy Framework (SPF); DomainKeys Identified Mail (DKIM); and Domain-based Message Authentication, Reporting &amp; Conformance (DMARC) records.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.20.C.04.|15. Email security|Email Infrastructure - Domain-based Message Authentication, Reporting and Conformance (DMARC)|Phishing and malware distribution attacks are common internet security threats.  To limit the possibility of agency domains being used fraudulently (e.g. for spam or spear-phishing), agencies should implement: A Sender Policy Framework (SPF); DomainKeys Identified Mail (DKIM); and Domain-based Message Authentication, Reporting &amp; Conformance (DMARC) records.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.20.C.05.|15. Email security|Email Infrastructure - Domain-based Message Authentication, Reporting and Conformance (DMARC)|Phishing and malware distribution attacks are common internet security threats.  To limit the possibility of agency domains being used fraudulently (e.g. for spam or spear-phishing), agencies should implement: A Sender Policy Framework (SPF); DomainKeys Identified Mail (DKIM); and Domain-based Message Authentication, Reporting &amp; Conformance (DMARC) records.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.21.C.01.|15. Email security|Email Infrastructure - Filtering suspicious emails and attachments|The intent of blocking specific types of emails is to reduce the likelihood of phishing emails and emails or attachments containing malicious code entering the agency s networks.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.22.C.01.|15. Email security|Email Infrastructure - Active web addresses (URL) embedded in emails|Spoofed emails often contain an active (embedded) email address directing users to a malicious website in order to infect the workstation or agency systems with malicious code.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.23.C.01.|15. Email security|Email Infrastructure - Preventing unmarked or inappropriately marked emails|Unmarked or inappropriately marked emails can be blocked at two points, the workstation or the email server. The email server is often the preferred location to block emails as it is a single location under the control of system administrators that can enforce the requirement for the entire network. In addition email servers can apply controls for emails generated by applications.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.23.C.02.|15. Email security|Email Infrastructure - Preventing unmarked or inappropriately marked emails|Unmarked or inappropriately marked emails can be blocked at two points, the workstation or the email server. The email server is often the preferred location to block emails as it is a single location under the control of system administrators that can enforce the requirement for the entire network. In addition email servers can apply controls for emails generated by applications.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.23.C.03.|15. Email security|Email Infrastructure - Preventing unmarked or inappropriately marked emails|Unmarked or inappropriately marked emails can be blocked at two points, the workstation or the email server. The email server is often the preferred location to block emails as it is a single location under the control of system administrators that can enforce the requirement for the entire network. In addition email servers can apply controls for emails generated by applications.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.24.C.01.|15. Email security|Email Infrastructure - Blocking of outbound emails|Blocking an outbound email with a valid protective marking or endorsement (e.g. NZEO) that indicates the email exceeds the classification of the communication path, stops data spills.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.24.C.02.|15. Email security|Email Infrastructure - Blocking of outbound emails|Blocking an outbound email with a valid protective marking or endorsement (e.g. NZEO) that indicates the email exceeds the classification of the communication path, stops data spills.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.25.C.01.|15. Email security|Email Infrastructure - Blocking of inbound emails|Blocking an inbound email with a valid protective marking that indicates the email or its attachment exceeds the classification the receiving system is accredited to process will prevent a data spill from occurring on the receiving system.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.25.C.02.|15. Email security|Email Infrastructure - Blocking of inbound emails|Blocking an inbound email with a valid protective marking that indicates the email or its attachment exceeds the classification the receiving system is accredited to process will prevent a data spill from occurring on the receiving system.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.26.C.01.|15. Email security|Email Infrastructure - Undeliverable messages|Undeliverable or bounce  emails are commonly sent by email servers to the original sender when the email cannot be delivered, often because the destination address is invalid. &nbsp;Because of the common spamming practice of spoofing sender addresses, this can result in a large amount of bounce emails being sent to an innocent third party. &nbsp;Sending bounces only to senders that can be verified via the Sender Policy Framework (SPF) or other trusted means avoids contributing to this problem and allows other government agencies and trusted parties to receive legitimate bounce messages. See also 15.2.15 - Sender Policy Framework.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.27.C.01.|15. Email security|Email Infrastructure - Automatic forwarding of emails|Unsecured automatic forwarding of emails can pose a serious risk to the unauthorised disclosure of classified information, for example, a system user may set up a server-side rule to automatically forward all emails to a personal email account. This can result in classified emails being forwarded to the personal email account. This tactic may also be employed when an email account is compromised.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.28.C.01.|15. Email security|Email Infrastructure - Open relay email servers|An open relay email server (or open mail relay) is a server that is configured to allow anyone on the Internet to send emails through the server. Such configurations are highly undesirable as they allow spammers and worms to exploit this functionality to send emails through the server. Although no longer considered a significant vector for spam email, mail servers identified as an open relay will still be added to reputation based block lists.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.29.C.01.|15. Email security|Email Infrastructure - Email server maintenance activities|Email servers perform a critical business function for many agencies; as such it is important that agencies perform regular email server auditing, security reviews and vulnerability analysis activities.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.30.C.01.|15. Email security|Email Infrastructure - Centralised email gateways|Without a centralised email gateway it is exceptionally difficult to deploy Sender Policy Framework (SPF), DomainKeys Identified Mail (DKIM) and outbound email protective markings verification.Attackers will almost invariably avoid using the primary email server when sending malicious emails. This is because the backup or alternative gateways are often poorly maintained with out-of-date deny lists and content filtering.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.30.C.02.|15. Email security|Email Infrastructure - Centralised email gateways|Without a centralised email gateway it is exceptionally difficult to deploy Sender Policy Framework (SPF), DomainKeys Identified Mail (DKIM) and outbound email protective markings verification.Attackers will almost invariably avoid using the primary email server when sending malicious emails. This is because the backup or alternative gateways are often poorly maintained with out-of-date deny lists and content filtering.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.30.C.03.|15. Email security|Email Infrastructure - Centralised email gateways|Without a centralised email gateway it is exceptionally difficult to deploy Sender Policy Framework (SPF), DomainKeys Identified Mail (DKIM) and outbound email protective markings verification.Attackers will almost invariably avoid using the primary email server when sending malicious emails. This is because the backup or alternative gateways are often poorly maintained with out-of-date deny lists and content filtering.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.31.C.01.|15. Email security|Email Infrastructure - Transport Layer Security (TLS)|Email can be intercepted anywhere between the originating email server and the destination email server. Email transport between organisations and agencies is usually over the internet or other unsecured public infrastructure so it is important that email interception is carefully managed and suitable controls applied. One effective measure is to use TLS to encrypt the email traffic between email servers.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.31.C.02.|15. Email security|Email Infrastructure - Transport Layer Security (TLS)|Email can be intercepted anywhere between the originating email server and the destination email server. Email transport between organisations and agencies is usually over the internet or other unsecured public infrastructure so it is important that email interception is carefully managed and suitable controls applied. One effective measure is to use TLS to encrypt the email traffic between email servers.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.32.C.01.|15. Email security|Email Infrastructure - Sender Policy Framework (SPF)|The Sender Policy Framework (SPF) is an open standard specifying a technical method to prevent sender address forgery.An SPF-protected domain is less attractive to spammers and phishers because the forged e-mails are more likely to be caught in spam filters which check the SPF record. Because an SPF-protected domain is less attractive as a spoofed address, it is less likely to be deny listed by spam filters and so is less disruptive to email traffic.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.32.C.02.|15. Email security|Email Infrastructure - Sender Policy Framework (SPF)|The Sender Policy Framework (SPF) is an open standard specifying a technical method to prevent sender address forgery.An SPF-protected domain is less attractive to spammers and phishers because the forged e-mails are more likely to be caught in spam filters which check the SPF record. Because an SPF-protected domain is less attractive as a spoofed address, it is less likely to be deny listed by spam filters and so is less disruptive to email traffic.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.32.C.03.|15. Email security|Email Infrastructure - Sender Policy Framework (SPF)|The Sender Policy Framework (SPF) is an open standard specifying a technical method to prevent sender address forgery.An SPF-protected domain is less attractive to spammers and phishers because the forged e-mails are more likely to be caught in spam filters which check the SPF record. Because an SPF-protected domain is less attractive as a spoofed address, it is less likely to be deny listed by spam filters and so is less disruptive to email traffic.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.33.C.01.|15. Email security|Email Infrastructure - DomainKeys Identified Mail (DKIM)|DKIM enables a method of determining spoofed email content. The DKIM record specifies a public key that will sign the content of the message. If the signed digest in the email header doesn't match the signed content of the email the verification fails.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.33.C.02.|15. Email security|Email Infrastructure - DomainKeys Identified Mail (DKIM)|DKIM enables a method of determining spoofed email content. The DKIM record specifies a public key that will sign the content of the message. If the signed digest in the email header doesn't match the signed content of the email the verification fails.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.33.C.03.|15. Email security|Email Infrastructure - DomainKeys Identified Mail (DKIM)|DKIM enables a method of determining spoofed email content. The DKIM record specifies a public key that will sign the content of the message. If the signed digest in the email header doesn't match the signed content of the email the verification fails.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
15.2.33.C.04.|15. Email security|Email Infrastructure - DomainKeys Identified Mail (DKIM)|DKIM enables a method of determining spoofed email content. The DKIM record specifies a public key that will sign the content of the message. If the signed digest in the email header doesn't match the signed content of the email the verification fails.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15281
16.1.1.|16. Access Control and Passwords|Identification, Authentication and Passwords|Identification and authentication requirements are implemented in order to provide a secure means of access to information and systems.|https://www.nzism.gcsb.govt.nz/ism-document#Section-15349
16.1.31.C.01.|16. Access Control and Passwords|Identification, Authentication and Passwords - Policies and procedures|Developing policies and procedures will ensure consistency in identification, authentication and authorisation, across agency systems and with relevant standards.&nbsp;Refer also to Section 16.4  Privileged Access Management.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15392
16.1.32.C.01.|16. Access Control and Passwords|Identification, Authentication and Passwords - System user identification|Having uniquely identifiable system users ensures accountability.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15392
16.1.33.C.01.|16. Access Control and Passwords|Identification, Authentication and Passwords - Shared accounts|Sharing passwords and UserIDs (credentials) may be convenient but invariably hampers efforts to identify a specific user and attribute actions to a specific person or system. While agencies and users find convenience in sharing credentials, doing so is highly risky. Shared credentials can defeat accountability and the attribution and non-repudiation principles of access control. This is particularly important where administrative access to networks and servers or access to classified information is provided through shared credentials.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15392
16.1.33.C.02.|16. Access Control and Passwords|Identification, Authentication and Passwords - Shared accounts|Sharing passwords and UserIDs (credentials) may be convenient but invariably hampers efforts to identify a specific user and attribute actions to a specific person or system. While agencies and users find convenience in sharing credentials, doing so is highly risky. Shared credentials can defeat accountability and the attribution and non-repudiation principles of access control. This is particularly important where administrative access to networks and servers or access to classified information is provided through shared credentials.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15392
16.1.34.C.01.|16. Access Control and Passwords|Identification, Authentication and Passwords - System user identification for shared accounts|Agencies may have a compelling business reason for the use of shared accounts. These may include Anonymous, Guest and Temporary Employee (such relieving a receptionist) credentials. It may not be possible to attribute the use of such accounts to a specific person.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15392
16.1.35.C.01.|16. Access Control and Passwords|Identification, Authentication and Passwords - Methods for system user identification and authentication|A personal identification number is typically short in length and employs a small character set, making it susceptible to brute force attacks.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15392
16.1.35.C.02.|16. Access Control and Passwords|Identification, Authentication and Passwords - Methods for system user identification and authentication|A personal identification number is typically short in length and employs a small character set, making it susceptible to brute force attacks.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15392
16.1.36.C.01.|16. Access Control and Passwords|Identification, Authentication and Passwords - Protecting stored authentication information|Limiting the storage of unprotected authentication information reduces the possibility of an attacker finding and using the information to access a system under the guise of a valid system user.|https://www.nzism.gcsb.govt.nz/ism-document#SubSection-15392
